phylum,class,order,family,genus
Patescibacteriota,Patescibacteriia,UBA1558,2-01-FULL-52-15,JACQKJ01
Spirochaetota,Spirochaetia,UBA9216,UBA9216,JAEINK01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JANXSS01
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,JBBRYK01
Chloroflexota,Limnocylindria,QHBO01,QHBO01,JAPSGM01
Desulfobacterota_G,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,JAKORG01
Bacillota,Clostridia,Oscillospirales,CAG-272,UMGS2055
Bacillota,Limnochordia,DTU010,DTU010,JAAYRO01
Acidobacteriota,Blastocatellia,UBA7656,UBA7656,DATDOV01
Chlamydiota,Chlamydiia,Chlamydiales,CACLRR01,CACLRR01
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,VBAR01
Patescibacteriota,Minisyncoccia,UBA9973,XYD1-FULL-46-19,DSBD01
Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,SZYB01
Myxococcota,XYA12-FULL-58-9,XYA12-FULL-58-9,XYA12-FULL-58-9,XYA12-FULL-58-9
Eisenbacteria,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,JBGQIE01
Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,CADEGR01
Bacillota,Halanaerobiia,Halanaerobiales,JADQBU01,JADQBU01
Chloroflexota,Dehalococcoidia,Dehalococcoidales,BS750m-G39,JAUWIX01
Desulfobacterota_D,UBA1144,UBA2774,CSP1-2,HRBIN37
Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,CASECL01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA8190,Palsa-661
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,HY038
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Parvularculaceae,JACADZ01
Bacillota,Clostridia,Tissierellales,Thermohalobacteraceae,Caloranaerobacter
Bdellovibrionota,JACOXK01,2-02-FULL-40-11,2-02-FULL-40-11,2-02-FULL-38-15-A
Poribacteria,WGA-4E,WGA-4E,JAJDTR01,JAJDTR01
Myxococcota,Polyangia,GCA-2747355,GCA-2747355,GCA-2747355
Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Hypericibacter
Spirochaetota,UBA4802,UBA4802,UBA5550,G963663865
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,PKWO01
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Chromatocurvus
Acidobacteriota,Terriglobia,Acidiferrales,UBA7541,JAKASX01
Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JANXSF01
Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfatifera
Actinomycetota,CAJVYJ01,CAJVYJ01,JAUVQD01,JAUVQD01
Bacillota,Bacilli,Izemoplasmatales,Izemoplasmataceae,JAGYII01
Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,CAISSD01
Bacillota,Dehalobacteriia,Dehalobacteriales,Dehalobacteriaceae,Dehalobacterium
Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,JADLDB01
Cyanobacteriota,Cyanobacteriia,Elainellales,Elainellaceae,CASBQJ01
UBA3054,UBA3054,UBA3054,B51-G9,JAOACZ01
Electryoneota,RPQS01,RPQS01,RPQS01,RPQS01
Bacillota,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Acididesulfobacillus
Actinomycetota,Acidimicrobiia,UBA5794,UBA5794,JACZST01
Patescibacteriota,Gracilibacteria,UBA1369,UBA1369,JTS-AC46
Patescibacteriota,Microgenomatia,UBA1400,UBA12108,JAJYKS01
Actinomycetota,Actinomycetes,Mycobacteriales,Jatrophihabitantaceae,JAOPUX01
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Chersky-267
Myxococcota,Bradymonadia,UBA7976,UBA1532,JACKDL01
Patescibacteriota,Minisyncoccia,Minisyncoccales,Staskawiczbacteraceae,JBAZYR01
Patescibacteriota,Minisyncoccia,UBA9973,PALSA-1337,PALSA-1337
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAIVHI01
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,CALYOC01
Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,CG2-30-58-95
Fibrobacterota,Chitinivibrionia,Chitinivibrionales,WJKA01,WJLW01
Cloacimonadota,Cloacimonadia,Cloacimonadales,JAFGVF01,G963678315
Patescibacteriota,Minisyncoccia,2-02-FULL-40-12,IGHO2-01-FULL-4-A,JAUYLN01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paroceanicella
Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,JBDZVM01
Chloroflexota,Anaerolineae,B4-G1,B4-G1,B30-G15
Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,JAADCO01
Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,UBA9971,JAKLDH01
Bacteroidota,Bacteroidia,Bacteroidales,P3,JAVBNF01
Actinomycetota,UBA4738,UBA4738,UBA4738,DAIMKN01
Bacillota,RBS10-35,RBS10-35,JAJYVN01,JAJZMB01
Chloroflexota,Anaerolineae,UBA4142,UBA4142,JAMDCU01
Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,RSA9,SLCC01
Myxococcota,Polyangia,Polyangiales,B10-G4,B10-G4
Chloroflexota,Dehalococcoidia,SAR202,CAUZJF01,G963665215
Myxococcota,Polyangia,Polyangiales,Polyangiaceae,DASXHD01
Chloroflexota,Dehalococcoidia,SHYB01,SHYB01,DAOUKH01
Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,JADGRA01
Chloroflexota,Anaerolineae,Aggregatilineales,UBA2796,JAJPHV01
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,JACCZJ01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,JBBDLF01
Actinomycetota,Acidimicrobiia,UBA5794,UBA11373,JAHJML01
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,CAKSXP01
Cloacimonadota,Cloacimonadia,Cloacimonadales,JAJBBL01,JAJBBL01
Pseudomonadota,Gammaproteobacteria,G030406045,G030406045,G030406045
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,DATENK01,DATENK01
Chloroflexota,Anaerolineae,UBA4142,SHND01,SHND01
Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_AT
Chloroflexota,Anaerolineae,UBA4142,UBA4142,VGOB01
Actinomycetota,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,JBBDSV01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Candidimonas
Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Micromonospora_I
Patescibacteriota,Minisyncoccia,UBA9973,UBA12088,WFWH01
Chloroflexota,FW602-bin22,FW602-bin22,JACQUS01,JACQUS01
Patescibacteriota,Saccharimonadia,Saccharimonadales,JBBQKK01,JBBQKK01
Babelota,Babeliae,Babelales,Vermiphilaceae,JAJYDS01
Bacillota,Bacilli,Bacillales,Bacillaceae_H,Bacillus_BA
Deinococcota,Deinococci,Deinococcales,Trueperaceae,JASBRS01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,WHTP01
Bacillota,Clostridia,HGM11327,HGM11327,SIG351
Bacillota,Clostridia,Acetivibrionales,DUMC01,DUMC01
Patescibacteriota,Minisyncoccia,UBA6257,UBA6257,JBAMLJ01
Planctomycetota,Phycisphaerae,WQYP01,WQYP01,CALCHA01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Craterilacuibacter
Bacillota,Clostridia,TANB77,CAG-508,HGM13634
Chloroflexota,Anaerolineae,Aggregatilineales,UBA3940,DAOTYH01
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Wenzhouxiangellaceae,JAKSCJ01
Spirochaetota,Spirochaetia,Treponematales,Breznakiellaceae,JAEXTK01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,JAVVEZ01
Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,RUG14846
Myxococcota_A,UBA9160,UBA9160,GLO-12,GLO-12
Bacillota,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas_B
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,JBEBBF01
Bacillota,Clostridia,Oscillospirales,CAG-272,RGIG8715
Desulfobacterota,Desulfuromonadia,Desulfuromonadales,UBA2294,BM707
Patescibacteriota,Minisyncoccia,UBA9973,UBA9973,CALRET01
Patescibacteriota,Gracilibacteria,UM-FILTER-43-11,UM-FILTER-43-11,FEN-1329
Bacillota,Bacilli,Mycoplasmatales,Metamycoplasmataceae,RYZV01
Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,RBG-16-55-9,S012-72
Pseudomonadota,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,CAWUEZ02
Bacillota,Clostridia,Caldicoprobacterales,UBA3941,UBA3941
Pseudomonadota,Alphaproteobacteria,Rickettsiales,UBA1997,CAJQHT01
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,VFKE01
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,JANYKV01
Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Rubidus
Bacillota,Clostridia,Christensenellales,Christensenellaceae,UBA5399
Patescibacteriota,Microgenomatia,Daviesbacterales,UBA10151,CALRFD01
GCA-2686955,GCA-2686955,GCA-2686955,GCA-2686955,GCA-2686955
Pseudomonadota,Gammaproteobacteria,Woeseiales,Woeseiaceae,JANQMR01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAUYQR01
Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,SABI01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Formivibrio
Pseudomonadota,Gammaproteobacteria,UBA5335,UBA5335,JAASSS01
Bdellovibrionota_B,UBA2361,UBA2361,RFPC01,JAGRAO01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,JANQGL01
Patescibacteriota,Minisyncoccia,Minisyncoccales,UBA10102,JAUSJT01
Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JAPJRA01
Actinomycetota,Thermoleophilia,Solirubrobacterales,70-9,VGBV01
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,DAIRET01
Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_K
Omnitrophota,Koll11,Pluralincolimonadales,Pluralincolimonadaceae,Pluralincolimonas
Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,JAGHEK01
Bdellovibrionota,UBA1018,UBA1018,UBA1018,JAIXQO01
Bacteroidota,Bacteroidia,Flavobacteriales,Sanyastnellaceae,CALKGK01
Patescibacteriota,Minisyncoccia,Minisyncoccales,DG-74-1,DG-74-1
Bacillota,Desulfotomaculia,Desulfotomaculales,UBA12532,UBA12532
Bacillota,Clostridia,Tissierellales,VENL01,JBAKFX01
Bacteroidota,Bacteroidia,Bacteroidales,CG2-30-32-10,CAINEZ01
Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Myxacorys
Bacillota,Clostridia,Christensenellales,UBA3700,JAVXBP01
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,JAOUPW01,JAOUPW01
Bacillota,Clostridia,Christensenellales,CALWSW01,CALWSW01
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,CAIPHQ01
Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,DASQDS01
Bacteroidota_A,UBA10030,UBA10030,UBA8401,JBBTLW01
Bacillota,Clostridia,Acetivibrionales,DSM-2933,Pseudobacteroides
Bacteroidota,Bacteroidia,Bacteroidales,UBA1715,WQTX01
Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112
Desulfobacterota,WTBG01,CAIYCZ01,CAIRTM01,CAIWCT01
Electryoneota,RPQS01,RPQS01,RPQS01,JACRMR01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hespellia
UBA10199,UBA10199,DSSB01,JACPFA01,JACPFA01
Pseudomonadota,Gammaproteobacteria,UBA12402,UBA12402,JAHJDF01
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,DEV007,JAHEDC01
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,GCA-2715965,CALBIE01
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,JAJUJI01
Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,SNAP01
Bacillota,Clostridia,Oscillospirales,Butyricicoccaceae,CAKTWY01
Cloacimonadota,Cloacimonadia,Cloacimonadales,TCS61,JABMPU01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,JBAYOV01
Actinomycetota,Actinomycetes,Actinomycetales,Angustibacteraceae,DATFPQ01
Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,JANLFV01,JANLFV01
Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,CADCWK01
Myxococcota,XYA12-FULL-58-9,XYA12-FULL-58-9,JABJBS01,JABJBS01
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_B
Bacillota,Clostridia,Lachnospirales,CAG-274,CAMTZM01
Desulfobacterota,GWC2-55-46,GWC2-55-46,GWC2-55-46,GWB2-55-19
Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter_A
Spirochaetota,JAHITG01,JAHITG01,JAHITG01,JAHITG01
Desulfobacterota,Syntrophia,Syntrophales,UBA4767,UBA4767
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JADZEF01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,CAIVND01
UBP15,UBA6099,UBA6099,UBA6099,JAKLIR01
Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Stigmatella
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,1162T-S-0a-05
Myxococcota,UBA796,UBA796,GCA-2862545,M1803
Bacteroidota,Bacteroidia,NS11-12g,SHWZ01,CANHGM01
Patescibacteriota,JACMRA01,JACMRA01,JACMRA01,JACMRA01
Pseudomonadota,Alphaproteobacteria,DSM-16000,Inquilinaceae,JAJUFW01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,RH-AL1
Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,RYN-84
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,BSW11-IV
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,CALWZE01
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,CAUBKG01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Eutrophovitaceae,GCA-2704665
Acidobacteriota,Terriglobia,Versatilivoradales,Versatilivoraceae,JBGOVH01
Vulcanimicrobiota,Vulcanimicrobiia,Vulcanimicrobiales,Vulcanimicrobiaceae,DAIDGS01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,JALWJW01
Bacillota,Bacilli,Lactobacillales,Vagococcaceae,JAATGB01
JAKLEM01,Ancaeobacteria,JAJCYG01,JAJCYG01,JAJCYG01
Actinomycetota,Actinomycetes,Mycobacteriales,Antricoccaceae,Cumulibacter
Pseudomonadota,Alphaproteobacteria,Rickettsiales,UBA8987,JANPLD01
Acidobacteriota,UBA6911,JACOSC01,JACOSC01,JACOSC01
Patescibacteriota,Minisyncoccia,GWC2-36-17,WO2-46-25,JACQDT01
Omnitrophota,Koll11,JABMRN01,RBG-13-46-9,BS750m-G78
Pseudomonadota,Gammaproteobacteria,RBG-16-57-12,RBG-16-57-12,JBFMHP01
Bacillota,Bacilli,RFN20,CAG-826,CAMYVX01
Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,CAMAXB01
Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,CALAZW01
Patescibacteriota,CPR2,UBA1875,JAJYID01,JAJYID01
Patescibacteriota,Patescibacteriia,Patescibacteriales,GWE2-39-37,JAAXUA01
Patescibacteriota,Minisyncoccia,Minisyncoccales,RBG-13-42-11,JAPLXK01
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas
Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,JBAXXL01
Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,Ndongobacter
Patescibacteriota,Microgenomatia,Daviesbacterales,UBA10151,JAUYKM01
Bacillota,Bacilli,RF39,UBA660,CANQYE01
Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,JAFGVL01
Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,G020350845
Desulfobacterota,Syntrophia,Syntrophales,Fen-1087,JAPLJM01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger_A
Myxococcota,SURF-8,SURF-8,SURF-8,G963668655
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylogaea
Bacteroidota,Bacteroidia,Bacteroidales,DASVHX01,DASVHX01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,JAEYFP01
Bacillota,Desulfotomaculia,Desulfotomaculales,Ammonificaceae,SURF-55
Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,BMS3Bbin05,BMS3Bbin05
Pseudomonadota,Alphaproteobacteria,Caulobacterales,TH1-2,REEB509
Bacteroidota,Bacteroidia,Chitinophagales,UBA10324,JAFDYS01
Patescibacteriota,JAEDAM01,BD1-5,UBA2023,JAGOMW01
Patescibacteriota,Microgenomatia,Levybacterales,UBA12049,JAHIGH01
Bacillota,Clostridia,UBA1212,SIG427,CAMFNB01
Bacillota,Clostridia,Peptostreptococcales,Natronincolaceae,GCA-2733545
Chloroflexota,Chloroflexia,Thermomicrobiales,UBA6265,JAICKJ01
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,DATFQE01
Bacteroidota_A,Rhodothermia,Rhodothermales,DASSAV01,DASSAV01
Pseudomonadota,Gammaproteobacteria,Berkiellales,Berkiellaceae,JAHFQG01
Bacillota,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,JAQUBU01
Nitrospinota,UBA7883,UBA7883,JACRLM01,JADGAO01
Myxococcota,Bradymonadia,UBA4248,UBA4248,WQTY01
Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerobacaceae,G020350405
Bacillota,Clostridia,Oscillospirales,CAG-272,RGIG3925
Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B17-G16
Bdellovibrionota_G,JALEGL01,JALEGL01,JALEGL01,JALEGL01
Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,CAIJPN01
Acidobacteriota,B3-B38,DATKUA01,DATKUA01,DATKUA01
Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAIOSR01
Acidobacteriota,Terriglobia,2-12-FULL-54-10,2-12-FULL-54-10,DATMAF01
Bacillota,Bacilli,Mycoplasmatales,CGIF01,CGIF01
Patescibacteriota,Minisyncoccia,UBA6257,GWB1-50-10,GWA2-45-9
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,JAIUNP01
Myxococcota,Polyangia,Polyangiales,Polyangiaceae,FEN-1139
Acidobacteriota,Aminicenantia,UBA2199,UBA2199,JAGLQA01
Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Enterobacteriaceae_A,GCF-000287335
Bacteroidota_A,Ignavibacteria,Ch128b,Ch128b,Ch128b
Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Galactobacter
Patescibacteriota,Minisyncoccia,UBA6257,2-01-FULL-56-20,JALHNY01
Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,RUG12931
Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_G
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Pseudoxanthobacteraceae,CAMDHY01
Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,DSYU01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,JAAEMS01,JAAEMS01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,JANOSH01
Pseudomonadota,Gammaproteobacteria,G963455285,G963455285,G963455285
Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,JAUNTR01
Patescibacteriota,Microgenomatia,Daviesbacterales,UBA10151,JAMCSY01
Myxococcota,WYAZ01,WYAZ01,WYAZ01,JAHQVK01
Bacillota,Clostridia,Saccharofermentanales,Fastidiosipilaceae,Mageeibacillus
Patescibacteriota,Patescibacteriia,2-01-FULL-39-33,2-01-FULL-39-33,2-01-FULL-39-33
Myxococcota,Polyangia,Palsa-1104,SHYY01,SHYY01
Acidobacteriota,Terriglobia,Terriglobales,SbA1,Gp1-AA122
JAFGBW01,JAFGBW01,JAFGJP01,JAFGJP01,JAGLFH01
Pseudomonadota,Alphaproteobacteria,MPNO01,UBA2964,GCA-2720855
Omnitrophota,Koll11,1-14-0-20-64-10,1-14-0-20-64-10,JAUSCU01
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,DASRHT01
Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,DYHX01,DYHX01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Avisuccinivibrio_A
Patescibacteriota,Doudnabacteria,UBA920,UBA920,JAEUSF01
Pseudomonadota,Alphaproteobacteria,TMED127,TMED127,SP4073
RBG-13-66-14,B26-G2,B26-G2,B26-G2,B26-G2
Bacillota,Dethiobacteria,DTU022,UBA8154,SKMY01
Bacillota,Clostridia,Christensenellales,Borkfalkiaceae,SIG402
Patescibacteriota,Minisyncoccia,Minisyncoccales,UBA10102,O2-01-FULL-48-27b
Chloroflexota,Dehalococcoidia,SM23-28-2,RBG-16-64-32,JACZRQ01
Bacillota,Clostridia,Saccharofermentanales,DTU023,JAEWER01
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
Margulisbacteria,WOR-1,O2-12-FULL-45-9,O2-12-FULL-45-9,JACRKQ01
Actinomycetota,Actinomycetes,JACCYY01,JACCYY01,JACCYY01
Bacteroidota_A,UBA10030,UBA10030,UBA10030,UBA6688
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,JAZDCZ01
Desulfobacterota_D,UBA1144,UBA2774,UBA2774,UBA2774
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,JAOEGB01
Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JAHBWW01
Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,G023898765
Pseudomonadota,Alphaproteobacteria,Caedimonadales,Caedimonadaceae,Caedimonas
Bacteroidota,Bacteroidia,Bacteroidales,GWF2-33-38,GWF2-33-38
Chloroflexota,Dormibacteria,Aeolococcales,Aeolococcaceae,JAJZLL01
Actinomycetota,Acidimicrobiia,UBA2766,UBA2766,QWHP01
Patescibacteriota,Minisyncoccia,UBA9973,JAKFXT01,JAKFXT01
Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,JAAUSY01
Bacillota,Bacilli,Bacillales_E,Massilibacteriaceae,Massilibacterium
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA1547,DAIDJW01
Spirochaetota,Spirochaetia,Treponematales,Breznakiellaceae,JAIRMO01
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Mucisphaera
UBA10199,UBA10199,JACPAL01,GCA-016699445,DASUFF01
Planctomycetota,MHYJ01,JACQXL01,JACQXL01,JACRIK01
Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,Peptoanaerobacter
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,BNZN01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,DAOPYP01
Planctomycetota,Brocadiia,Brocadiales,Brocadiaceae,PLOWO2-12-38-17
Chloroflexota,Dormibacteria,CF-121,CF-121,CF-120
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,DATDDB01
Pseudomonadota,Alphaproteobacteria,MPNO01,MPNO01,CALGIA01
Actinomycetota,CADDZG01,CADDZG01,WHSQ01,JAHWJK01
Atribacterota,JS1,SB-45,34-128,JAUWHZ01
Bacillota,Clostridia,Christensenellales,CAG-917,CAUTUX01
Patescibacteriota,Minisyncoccia,Sungbacterales,HO2-52-23,JAUYPW01
Bacillota,DSM-16504,Desulfitibacterales,Desulfitibacteraceae,Desulfitibacter
Myxococcota,UBA796,UBA9615,UBA9615,UBA6601
Bacteroidota,Bacteroidia,AKYH767-A,OLB10,JAHEKC01
Patescibacteriota,Microgenomatia,UBA1406,GWC2-37-13,MFZZ01
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,WRIP01
Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,CAMZKQ01
Planctomycetota,Phycisphaerae,UBA1845,UBA1845,JAFGJQ01
Patescibacteriota,Minisyncoccia,UBA9973,JBBTRF01,JBBTRF01
Planctomycetota,Phycisphaerae,SM23-33,FEN-1343,JAWLCG01
Chlamydiota,Chlamydiia,Chlamydiales,SM23-39,O2-12-FULL-27-8
Bacillota,Clostridia,Tissierellales,Peptoniphilaceae,KA00134
Bacillota,Sulfobacillia,Sulfobacillales,JAIMBI01,JAJZWV01
Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,ZC4RG29
Bacteroidota_A,Rhodothermia,Rhodothermales,VXPQ01,JBBDTI01
Omnitrophota,Omnitrophia,Omnitrophales,Aquincolibacteriaceae,JAHFHG01
Desulfobacterota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,Desulfobacca_B
Patescibacteriota,Minisyncoccia,UBA9973,JAACPR01,JAULZV01
NPL-UPA2,NPL-UPA2,NPL-UPA2,JAGMAN01,JAGMAN01
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Bu33
Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAACFF01
Planctomycetota,Phycisphaerae,Sedimentisphaerales,SM23-30,SM23-30
Methylomirabilota,Methylomirabilia,Rokubacteriales,JACPHL01,DASYQW01
Omnitrophota,Koll11,Gygaellales,Profunditerraquicolaceae,BS750m-G77
Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,JAEWFD01
Bacillota,Dethiobacteria,DTU022,DTU022,JAUWPV01
Verrucomicrobiota,Kiritimatiellia,JAAZAB01,JAAZAB01,JAXGPF01
Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Homoserinimonas
Planctomycetota,SZUA-567,SZUA-567,JAJBSZ01,DAIOFH01
Bacteroidota,Bacteroidia,Bacteroidales,UBA7332,UBA7332
Desulfobacterota,Desulfobacteria,Desulfobacterales,BuS5,BuS5
Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,DASQPR01
Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga
