phylum,class,order,family,genus
Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia
Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix
Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema
Bacillota,Bacilli,Bacillales,Bacillaceae,Rossellomorea
Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
Bacteroidota,Cytophagia,Cytophagales,Flectobacillaceae,Aquirufa
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinospirillum
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus
Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Oerskovia
Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Spongisporangium
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Microbispora
Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Promicromonospora
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium
Bacteroidota,Cytophagia,Cytophagales,Reichenbachiellaceae,Marinoscillum
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gaetbulibacter
Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Antrihabitans
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiimicrobium
Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola
Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfogranum
Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum
Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter
Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Limnothrix
Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus
Cyanobacteriota,Cyanophyceae,Nodosilineales,Nodosilineaceae,Almyronema
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Bacillota,Bacilli,Bacillales,Bacillaceae,Fictibacillus
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter
Bacillota,Bacilli,Bacillales,Caryophanaceae,Kurthia
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Corticicoccus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix
Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Prauserella
Actinomycetota,Actinomycetes,Glycomycetales,Glycomycetaceae,Salininema
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Eoetvoesiella
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Camelimonas
Bacillota,Bacilli,Bacillales,Bacillaceae,Piscibacillus
Bacillota,Bacilli,Bacillales,Bacillaceae,Lentibacillus
Bacillota,Bacilli,Bacillales,Paenibacillaceae,Marinicrinis
Bacillota,Bacilli,Bacillales,Bacillaceae,Terrilactibacillus
Bacillota,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus
Bacillota,Bacilli,Bacillales,Bacillaceae,Salibacterium
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesonia
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Hyunsoonleella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia
Balneolota,Balneolia,Balneolales,Balneolaceae,Gracilimonas
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelatiniphilus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceitalea
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudotenacibaculum
Actinomycetota,Actinomycetes,Micrococcales,Jonesiaceae,Populibacterium
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea
Bacillota,Bacilli,Bacillales,Bacillaceae,Tigheibacillus
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Lacibacterium
Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Shivajiella
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,Rhodobacter
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Veronia
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Kiloniellaceae,Kiloniella
Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas
Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus
Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia
Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium
Bacillota,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Halodurantibacterium
Bacillota,Bacilli,Bacillales,Caryophanaceae,Planococcus
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
Bacteroidota,Cytophagia,Cytophagales,Flectobacillaceae,Pseudarcicella
Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylopilaceae,Methylopila
Bacillota,Bacilli,Bacillales,Bacillaceae,Siminovitchia
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus
Bacillota,Bacilli,Bacillales,Bacillaceae,Fredinandcohnia
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Amnibacterium
Actinomycetota,Actinomycetes,Micrococcales,Bogoriellaceae,Georgenia
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Kroppenstedtia
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Litorisediminicola
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Namhaeicola
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Luteimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Seohaeicola
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter
Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Lacimonas
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Paraperlucidibaca
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia
Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tropicimonas
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloligella
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Ahrensiaceae,Pseudahrensia
Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus
Bacillota,Bacilli,Bacillales,Bacillaceae,Thalassobacillus
Bacillota,Bacilli,Bacillales,Caryophanaceae,Metaplanococcus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella
Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Scardovia
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Seminibacterium
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sungkyunkwania
Bacillota,Bacilli,Bacillales,Caryophanaceae,Savagea
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Plastorhodobacter
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia
Bacillota,Bacilli,Bacillales,Caryophanaceae,Bhargavaea
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Rhodocista
Bacillota,Bacilli,Bacillales,Sporolactobacillaceae,Scopulibacillus
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hirschia
Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Marinactinospora
Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Iodobacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Jejudonia
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Paractinoplanes
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Aquipuribacter
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Catellatospora
Bacillota,Bacilli,Bacillales,NA,Exiguobacterium
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Pseudobowmanella
Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter
Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Branchiibius
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium
Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Flexivirga
Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Nocardiopsis
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Luethyella
Bacillota,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus
Actinomycetota,Actinomycetes,Sporichthyales,Sporichthyaceae,Longivirga
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides
Bacillota,Bacilli,Bacillales,Caryophanaceae,Paenisporosarcina
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella
Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus
Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Plantactinospora
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora
Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum
Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus
Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Agrilutibacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquamicrobium
Bacillota,Bacilli,Bacillales,Bacillaceae,Thalassorhabdus
Bacillota,Bacilli,Bacillales,Paenibacillaceae,Cohnella
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
Bacillota,Bacilli,Bacillales,Bacillaceae,Lederbergia
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Lysinimonas
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Larkinella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paraherbaspirillum
Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Geodermatophilus
Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Geojedonia
Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Falsiporphyromonas
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Coralloluteibacterium
Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
Bacillota,Bacilli,Bacillales,Sporolactobacillaceae,Camelliibacillus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Daeguia
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Dactylosporangium
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola
Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Ruoffia
Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,Filifactor
Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Effusibacillus
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dokdonella
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus
Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Negadavirga
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,Flaviflagellibacter
Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
Bacillota,Bacilli,Lactobacillales,NA,Chungangia
Bacillota,Bacilli,Bacillales,Bacillaceae,Gracilibacillus
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Ferruginibacter
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasediminibacterium
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodovibrionaceae,Fodinicurvata
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Gryllotalpicola
Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Chitinimonas
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Planomonospora
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Salinithrix
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Salinispirillum
Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Pseudaeromonas
Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Lentzea
Bacteroidota,Cytophagia,Cytophagales,Leadbetterellaceae,Lacihabitans
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferrovibrio
Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylopilaceae,Chenggangzhangella
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanoides
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingoaurantiacus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Lutimaribacter
Actinomycetota,Actinomycetes,Glycomycetales,Glycomycetaceae,Glycomyces
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria
Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Litchfieldella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Marinibaculum
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cypionkella
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Roseomonas
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agaribacter
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Litoribrevibacter
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,Paenirhodobacter
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Hyphobacterium
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Acidimangrovimonas
Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Marinicaulis
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius
Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Alysiella
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Sphaerimonospora
Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas
Bacillota,Bacilli,Bacillales,Bacillaceae,Pontibacillus
Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcoides
Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Kineococcus
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Phytohabitans
Bacillota,Bacilli,Bacillales,Bacillaceae,Robertmurraya
Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Muricoccus
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium
Bacillota,Bacilli,Bacillales,Bacillaceae,Paracerasibacillus
Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Fontibacter
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Pseudochelatococcus
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Thorselliaceae,Thorsellia
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Pseudoclavibacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium
Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria
Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bergeyella
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Polymorphospora
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Mycoplana
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Pseudochrobactrum
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Paenochrobactrum
Cyanobacteriota,Cyanophyceae,Aerosakkonematales,Aerosakkonemataceae,Floridanema
Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea
Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
Pseudomonadota,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Thiohalorhabdus
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dentiradicibacter
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Allofournierella
