accession_number,species_name,genus,resistance_status,mean_alig_score,mean_core_dist,n_pairs
GCF_014295435.1,Mycolicibacterium fluoranthenivorans,Mycolicibacterium,0,3008.299560546875,0,1
GCF_900090275.1,Micromonospora zamorensis,Micromonospora,0,2995.8103841145835,1.3333333333333333,3
GCF_014297275.1,Clostridium facile,Clostridium,0,3022.17138671875,0,3
GCF_014297575.1,Dyella telluris,Dyella,1,3029.84228515625,0,1
GCF_900090285.1,Micromonospora inositola,Micromonospora,0,3006.31787109375,0,3
GCF_014297595.2,Neisseria musculi,Neisseria,0,3053.87841796875,0,6
GCF_900090295.1,Micromonospora coxensis,Micromonospora,0,3006.31787109375,0,6
GCF_014334055.1,Oscillibacter hominis,Oscillibacter,0,3032.079833984375,0,3
GCF_014334095.1,Novosphingopyxis iocasae,Novosphingopyxis,0,2954.7939453125,0,1
GCF_014334735.1,Aeromicrobium senzhongii,Aeromicrobium,0,3012.262939453125,0,1
GCF_900090305.1,Micromonospora siamensis,Micromonospora,4,2962.9501953125,0,6
GCF_030406775.1,Sporosarcina trichiuri,Sporosarcina,0,3069.766357421875,0,28
GCF_020268605.1,Arsenophonus apicola,Arsenophonus,0,2957.2928176153273,2.6666666666666665,21
GCF_020278625.1,Wolbachia endosymbiont of Mansonella ozzardi,Wolbachia,0,382.4669189453125,93,1
GCF_014337155.1,Wujia chipingensis,Wujia,0,3010.30419921875,0,6
GCF_900090315.1,Micromonospora citrea,Micromonospora,0,2989.2198486328125,0.5,6
GCF_900090325.1,Micromonospora pallida,Micromonospora,0,3002.3544921875,0,3
GCF_014337175.1,Simiaoa sunii,Simiaoa,0,2963.2245279947915,0,6
GCF_900091415.1,Micromonospora inyonensis,Micromonospora,0,3002.3544921875,0,3
GCF_900091425.1,Micromonospora krabiensis,Micromonospora,0,3002.3544921875,0,3
GCF_030406905.1,Streptomyces chengbuensis,Streptomyces,0,3008.299560546875,0,15
GCF_014349155.1,Neolewinella lacunae,Neolewinella,4,3016.226318359375,0,6
GCF_014352875.1,Polaribacter pectinis,Polaribacter,2,3012.262939453125,0,1
GCF_014354315.1,Wolbachia endosymbiont of Drosophila sechellia,Wolbachia,2,-560.01995849609375,89,1
GCF_020297465.1,Parabacteroides gordonii,Parabacteroides,0,2933.141178385417,0.3333333333333333,15
GCF_014395425.1,Thermomonas brevis,Thermomonas,0,3061.80517578125,0,1
GCF_014395785.1,Nocardioides mesophilus,Nocardioides,0,3008.299560546875,0,1
GCF_900091445.1,Micromonospora echinofusca,Micromonospora,0,2994.3636474609375,0,6
GCF_030408375.1,Corynebacterium afermentans,Corynebacterium,4,3003.0458170572915,0,6
GCF_020310005.1,Salegentibacter mishustinae,Salegentibacter,0,3032.079833984375,0,3
GCF_900091455.1,Micromonospora coriariae,Micromonospora,0,3001.06396484375,0,3
GCF_030408395.1,Corynebacterium aquatimens,Corynebacterium,3,3008.299560546875,0,3
GCF_020310025.1,Leeuwenhoekiella palythoae,Leeuwenhoekiella,0,3028.116455078125,0,3
GCF_014395975.1,Diaphorobacter ruginosibacter,Diaphorobacter,0,3038.02490234375,0,6
GCF_020328055.1,Fulvivirga sedimenti,Fulvivirga,2,3012.262939453125,0,1
GCF_900091465.1,Micromonospora rhizosphaerae,Micromonospora,0,2952.824951171875,0,3
GCF_014396385.1,Leucobacter denitrificans,Leucobacter,2,3022.17138671875,0,1
GCF_030408415.1,Corynebacterium appendicis,Corynebacterium,0,3001.06396484375,0,3
GCF_900091475.1,Micromonospora chersina,Micromonospora,0,3002.3544921875,0,3
GCF_900091505.1,Micromonospora chokoriensis,Micromonospora,0,3002.3544921875,0,3
GCF_030408575.1,Corynebacterium auris,Corynebacterium,0,3000.395751953125,0,6
GCF_030408595.1,Corynebacterium canis,Corynebacterium,1,1900.9344482421875,105,1
GCF_006351925.1,Clostridium thermarum,Clostridium,0,2960.568670099432,0.18181818181818182,55
GCF_014397255.1,Weissella diestrammenae,Weissella,0,3116.3980224609377,0.4,10
GCF_014397415.1,Pseudoxanthomonas mexicana,Pseudoxanthomonas,0,3061.80517578125,0,1
GCF_006352065.1,Georgenia yuyongxinii,Georgenia,0,3018.2080078125,0,3
GCF_900091515.1,Micromonospora purpureochromogenes,Micromonospora,0,2954.8128662109375,0,6
GCF_014466985.1,Nitrosophilus labii,Nitrosophilus,0,3579.026123046875,0,3
GCF_900091585.1,Micromonospora nigra,Micromonospora,0,3006.31787109375,0,3
GCF_014489475.1,Agrilutibacter terrestris,Agrilutibacter,0,3061.80517578125,0,1
GCF_030408675.1,Corynebacterium durum,Corynebacterium,4,2985.2846435546876,0,10
GCF_900091615.1,Micromonospora yangpuensis,Micromonospora,0,3002.3544921875,0,3
GCF_020342335.1,Duffyella gerundensis,Duffyella,0,3003.071068173363,2,21
GCF_014489535.1,Diaphorobacter aerolatus,Diaphorobacter,0,3000.808349609375,0.5,6
GCF_030408715.1,Corynebacterium confusum,Corynebacterium,4,3004.3592529296875,0,6
GCF_900091625.1,Micromonospora peucetia,Micromonospora,0,3004.336181640625,0,6
GCF_014489595.1,Paenacidovorax monticola,Paenacidovorax,1,3014.18994140625,0,3
GCF_900091655.1,Culturomica massiliensis,Culturomica,3,3030.09814453125,0,3
GCF_014490555.1,Corynebacterium lujinxingii,Corynebacterium,1,2993.3960774739585,0,6
GCF_006352475.1,Acinetobacter pullicarnis,Acinetobacter,0,3047.3934500558034,0.2857142857142857,21
GCF_006363915.1,Methylophilus medardicus,Methylophilus,0,3049.9150390625,0,1
GCF_030408735.1,Corynebacterium faecale,Corynebacterium,0,2985.162255859375,0,10
GCF_014495845.1,Aquibium microcysteis,Aquibium,0,3088.25830078125,0,3
GCF_014522205.1,Corynebacterium poyangense,Corynebacterium,0,3006.3408203125,0,6
GCF_014534685.1,Oryzicola mucosus,Oryzicola,0,2931.0595703125,0,1
GCF_020406815.2,Dickeya oryzae,Dickeya,0,3055.860107421875,0,21
GCF_006384915.1,Roseomonas mucosa,Roseomonas,0,2950.83056640625,0,10
GCF_006385135.1,Paremcibacter congregatus,Paremcibacter,0,2976.592529296875,0,3
GCF_030408755.1,Corynebacterium felinum,Corynebacterium,6,2967.588802083333,0,15
GCF_020410765.1,Streptomyces marincola,Streptomyces,5,3040.817724609375,0,10
GCF_030408795.1,Corynebacterium hansenii,Corynebacterium,4,3014.24462890625,0,6
GCF_014541205.1,Mannheimia bovis,Mannheimia,0,3049.2698567708335,0.3333333333333333,15
GCF_006385555.1,Shewanella polaris,Shewanella,0,3052.5879720052085,0,15
GCF_006385595.1,Luteibacter pinisoli,Luteibacter,0,3061.80517578125,0,1
GCF_006385685.1,Amaricoccus solimangrovi,Amaricoccus,0,29.503286361694336,80,1
GCF_900091705.1,Clostridium mediterraneense,Clostridium,9,2985.4867892795137,0,36
GCF_900095135.1,Proteiniphilum saccharofermentans,Proteiniphilum,0,3034.0615234375,0,1
GCF_030408815.1,Corynebacterium freiburgense,Corynebacterium,5,3026.9458984375,0,10
GCF_900095155.1,Brucella inopinata,Brucella,2,3053.87841796875,0,1
GCF_900095705.1,Fusobacterium massiliense,Fusobacterium,0,2974.011474609375,0,3
GCF_006459125.1,Halarcobacter anaerophilus,Halarcobacter,4,3006.31787109375,0,6
GCF_006494775.1,Nocardioides humi,Nocardioides,1,2922.458740234375,2,1
GCF_030408855.1,Corynebacterium glaucum,Corynebacterium,4,2981.52880859375,0,6
GCF_900095825.1,Acidaminococcus massiliensis,Acidaminococcus,0,3001.5236002604165,0,3
GCF_030408875.1,Corynebacterium gottingense,Corynebacterium,0,3002.3775634765625,0,6
GCF_014623465.1,Marinomonas arctica,Marinomonas,0,3009.9940447126114,0.25,28
GCF_014635065.1,Oxalicibacterium flavum,Oxalicibacterium,0,3038.02490234375,0,1
GCF_014637955.1,Halopseudomonas salina,Halopseudomonas,0,3045.95166015625,0,1
GCF_014641735.1,Sphingomonas metalli,Sphingomonas,0,2946.8671875,0,1
GCF_900095835.1,Ihuprevotella massiliensis,Ihuprevotella,0,3009.3223958333333,0,15
GCF_030408915.1,Corynebacterium guangdongense,Corynebacterium,5,3005.4925537109375,0,10
GCF_014651995.1,Cognatilysobacter xinjiangensis,Cognatilysobacter,0,3049.9150390625,0,1
GCF_014652635.1,Devosia pacifica,Devosia,0,2932.995361328125,0,1
GCF_014652775.1,Thermomonas carbonis,Thermomonas,0,3061.80517578125,0,1
GCF_014652875.1,Tianweitania populi,Tianweitania,0,2942.90380859375,0,1
GCF_030409505.1,Zunongwangia endophytica,Zunongwangia,0,3028.116455078125,0,6
GCF_020423125.1,Aeromonas media,Aeromonas,0,3061.80517578125,0,45
GCF_900095865.1,Massilioclostridium coli,Massilioclostridium,0,3022.17138671875,0,10
GCF_006517255.1,Janthinobacterium tructae,Janthinobacterium,8,3011.208766392299,0.25,28
GCF_030409795.1,Flavobacterium paronense,Flavobacterium,0,2975.284138997396,0,6
GCF_020447175.2,Methylophaga pinxianii,Methylophaga,0,3038.7162272135415,0,3
GCF_020447305.1,Abyssibius alkaniclasticus,Abyssibius,0,3008.299560546875,0,1
GCF_020510525.1,Quatrionicoccus australiensis,Quatrionicoccus,0,3047.933349609375,0,6
GCF_030409805.1,Algibacter miyuki,Algibacter,0,3007.12900390625,0,10
GCF_020510565.1,Ferribacterium limneticum,Ferribacterium,0,3047.933349609375,0,3
GCF_014673495.1,Streptomyces griseofuscus,Streptomyces,7,3022.17138671875,0,21
GCF_014680085.1,Micromonospora sagamiensis,Micromonospora,0,3002.3544921875,0,3
GCF_014681765.1,Roseicitreum antarcticum,Roseicitreum,1,2609.865478515625,7,1
GCF_014692875.1,Pedobacter riviphilus,Pedobacter,0,3014.24462890625,0,1
GCF_900095885.1,Dickeya aquatica,Dickeya,1,3033.2807965959823,0.2857142857142857,21
GCF_006542275.1,Saccharibacillus brassicae,Saccharibacillus,0,2949.084007626488,1.0952380952380953,21
GCF_006542665.1,Alistipes communis,Alistipes,0,3055.860107421875,0,1
GCF_900097105.1,Akkermansia glycaniphila,Akkermansia,0,3000.372802734375,0,3
GCF_006542685.1,Alistipes dispar,Alistipes,0,3024.153076171875,0,1
GCF_900098925.1,Bacillus massiliglaciei,Bacillus,0,2499.71923828125,0,1
GCF_006547045.1,Marilutibacter alkalisoli,Marilutibacter,0,2872.44921875,6,1
GCF_900099555.1,Peptoniphilus raoultii,Peptoniphilus,0,3024.153076171875,0,1
GCF_900099705.1,Agrococcus jejuensis,Agrococcus,2,3020.189697265625,0,1
GCF_006575665.1,Echinicola soli,Echinicola,4,3018.2080078125,0,6
GCF_014697095.1,Vreelandella titanicae,Vreelandella,0,3029.61865234375,0,15
GCF_900099985.1,Thermostaphylospora chromogena,Thermostaphylospora,3,2765.14033203125,15,15
GCF_014697215.1,Saccharopolyspora pogona,Saccharopolyspora,0,3020.235791015625,0,10
GCF_030409845.1,Flavobacterium branchiarum,Flavobacterium,0,3000.372802734375,0,36
GCF_900100915.1,Burkholderia orbicola,Burkholderia,0,3019.63623046875,0,15
GCF_014701095.1,Streptomyces tuirus,Streptomyces,0,3021.526123046875,0,15
GCF_900100925.1,Actinopolyspora saharensis,Actinopolyspora,0,3064.284423828125,0,10
GCF_020519665.1,Bacillus shivajii,Bacillus,0,3075.890536221591,0,55
GCF_020529025.1,Oceaniglobus trochenteri,Oceaniglobus,0,2907.2333984375,0,1
GCF_030409925.1,Paenimyroides ceti,Paenimyroides,0,2973.438209170387,0.5714285714285714,21
GCF_020541225.1,Candidatus Steffania adelgidicola,Candidatus,0,-794.2557373046875,109,1
GCF_020541305.1,Candidatus Vallotiella adelgis,Candidatus,0,3022.746826171875,0,3
GCF_014701115.1,Streptomyces aurantiacus,Streptomyces,6,3008.437255859375,0,15
GCF_006704145.1,Pseudoalteromonas luteoviolacea,Pseudoalteromonas,0,3038.02490234375,0,45
GCF_020541325.1,Candidatus Vallotia laricis,Candidatus,0,3034.0615234375,0,3
GCF_014764305.1,Mesoflavibacter profundi,Mesoflavibacter,0,3020.189697265625,0,1
GCF_014764365.1,Roseococcus microcysteis,Roseococcus,0,2946.8671875,0,1
GCF_014770185.1,Rathayibacter toxicus,Rathayibacter,0,3016.226318359375,0,1
GCF_014773365.1,Pelovirga terrestris,Pelovirga,0,3040.006591796875,0,1
GCF_014779555.2,Lysobacter capsici,Lysobacter,0,3061.80517578125,0,1
GCF_014784055.1,Polaribacter haliotis,Polaribacter,2,3012.262939453125,0,1
GCF_020542785.1,Rhodococcus opacus,Rhodococcus,0,3010.28125,0,6
GCF_900101085.1,Pseudomonas grimontii,Pseudomonas,0,3038.6171061197915,0,15
GCF_030412785.1,Paraburkholderia sabiae,Paraburkholderia,0,3024.6044921875,0,15
GCF_014803405.1,Pelagicoccus enzymogenes,Pelagicoccus,0,3091.530517578125,0,6
GCF_900101185.1,Pseudomonas gessardii,Pseudomonas,0,3025.4618408203123,0,10
GCF_900101285.1,Desulfurella multipotens,Desulfurella,0,3109.36572265625,0,1
GCF_900101785.1,Auraticoccus monumenti,Auraticoccus,2,3002.400634765625,0,1
GCF_014805825.1,Marinomonas algicola,Marinomonas,0,3034.4233747209823,0.2857142857142857,21
GCF_014836765.1,Serpens gallinarum,Serpens,0,181.61526489257812,82,1
GCF_020544465.1,Chromobacterium rhizoryzae,Chromobacterium,8,3043.969970703125,0,28
GCF_900101795.1,Paraburkholderia tuberum,Paraburkholderia,0,3033.5216936383927,0,21
GCF_020616335.1,Corynebacterium uberis,Corynebacterium,4,3026.15771484375,0,6
GCF_020621385.1,Acidisoma cellulosilyticum,Acidisoma,0,2962.720703125,0,1
GCF_030414215.1,Geobacillus zalihae,Geobacillus,6,2986.819532606337,1.8333333333333333,36
GCF_900102035.1,Pseudomonas extremaustralis,Pseudomonas,0,3045.95166015625,0,10
GCF_030419005.1,Eleftheria terrae,Eleftheria,4,3026.1807861328125,0,6
GCF_030433685.1,Leifsonia williamsii,Leifsonia,2,3020.189697265625,0,1
GCF_900102345.1,Leucobacter chromiiresistens,Leucobacter,3,3024.153076171875,0,3
GCF_030440425.1,Microbulbifer spongiae,Microbulbifer,0,3028.8306884765625,0,6
GCF_900102465.1,Thalassobaculum litoreum,Thalassobaculum,0,2942.90380859375,0,6
GCF_020683125.1,Erwinia rhapontici,Erwinia,0,3046.583426339286,0,21
GCF_030440535.1,Corynebacterium capitovis,Corynebacterium,0,3022.17138671875,0,6
GCF_030440555.1,Corynebacterium caspium,Corynebacterium,4,3045.95166015625,0,6
GCF_020731205.1,Psychrobacter sanguinis,Psychrobacter,0,3041.98828125,0,10
GCF_030440575.1,Corynebacterium ciconiae,Corynebacterium,0,3028.116455078125,0,6
GCF_014844295.1,Flavobacterium columnare,Flavobacterium,0,3004.336181640625,0,45
GCF_006704205.1,Cytobacillus solani,Cytobacillus,0,3060.156437800481,0.15384615384615385,78
GCF_006715045.1,Amycolatopsis cihanbeyliensis,Amycolatopsis,2,3008.299560546875,0,1
GCF_900102725.1,Carnobacterium viridans,Carnobacterium,0,3081.984130859375,0,21
GCF_006715055.1,Lapillicoccus jejuensis,Lapillicoccus,0,3022.17138671875,0,1
GCF_014850955.1,Methylomonas albis,Methylomonas,0,3040.006591796875,0,3
GCF_006715085.1,Kribbella jejuensis,Kribbella,0,3022.17138671875,0,1
GCF_006715095.1,Yimella lutea,Yimella,0,3010.327392578125,1,1
GCF_014850975.1,Methylomonas fluvii,Methylomonas,0,3040.006591796875,0,3
GCF_030440595.1,Corynebacterium glucuronolyticum,Corynebacterium,0,2995.3765625,0,10
GCF_030442055.1,Agaribacillus aureus,Agaribacillus,2,3014.24462890625,0,1
GCF_020731525.1,Roseburia inulinivorans,Roseburia,0,2947.658382161458,0.3333333333333333,15
GCF_030444335.1,Polaribacter huanghezhanensis,Polaribacter,2,3012.262939453125,0,1
GCF_020735545.1,Gordonia otitidis,Gordonia,2,3008.345703125,0,1
GCF_006715175.1,Curtobacterium citreum,Curtobacterium,4,3008.3455810546875,0,6
GCF_900103345.1,Pseudomonas azotoformans,Pseudomonas,0,3041.22314453125,0,10
GCF_020735925.1,Bordetella parapertussis,Bordetella,0,3034.0615234375,0,3
GCF_006716085.1,Leucobacter komagatae,Leucobacter,0,3018.2080078125,0,3
GCF_006716095.1,Barrientosiimonas humi,Barrientosiimonas,0,3040.006591796875,0,1
GCF_006716125.1,Homoserinimonas aerilata,Homoserinimonas,2,3022.17138671875,0,1
GCF_030450055.1,Gallaecimonas kandeliae,Gallaecimonas,0,3034.130615234375,1,6
GCF_020735985.1,Bordetella holmesii,Bordetella,0,3030.7894694010415,0.6666666666666666,3
GCF_900103625.1,Corynebacterium mycetoides,Corynebacterium,4,3014.24462890625,0,6
GCF_006716135.1,Streptomyces calvus,Streptomyces,0,3024.153076171875,0,3
GCF_014852565.2,Streptomyces caniscabiei,Streptomyces,0,3003.5638834635415,0,15
GCF_006716205.1,Oryzihumus leptocrescens,Oryzihumus,0,3024.153076171875,0,3
GCF_006716315.1,Nocardioides albertanoniae,Nocardioides,2,3000.372802734375,0,1
GCF_006716355.1,Stackebrandtia endophytica,Stackebrandtia,0,3006.31787109375,0,1
GCF_030481725.1,Planococcus shixiaomingii,Planococcus,0,3075.677001953125,0,10
GCF_006716425.1,Actinoallomurus bryophytorum,Actinoallomurus,0,3002.3544921875,0,3
GCF_014858725.1,Pseudoalteromonas aurantia,Pseudoalteromonas,0,3024.31396484375,0,6
GCF_900103795.1,Pseudomonas antarctica,Pseudomonas,0,3045.95166015625,0,10
GCF_030486685.2,Corynebacterium pseudokroppenstedtii,Corynebacterium,3,3018.2080078125,0,3
GCF_006716445.1,Pseudonocardia kunmingensis,Pseudonocardia,0,3014.24462890625,0,3
GCF_006716695.1,Klugiella xanthotipulae,Klugiella,0,3014.24462890625,0,1
GCF_020736045.1,Haemophilus influenzae,Haemophilus,0,3025.6272786458335,0.3333333333333333,15
GCF_030490285.1,Methylomonas montana,Methylomonas,0,3040.006591796875,0,3
GCF_030503855.1,Marivirga salinarum,Marivirga,0,3006.364013671875,0,1
GCF_030503875.2,Marivirga arenosa,Marivirga,0,3014.24462890625,0,1
GCF_006716745.1,Saccharothrix saharensis,Saccharothrix,0,3008.299560546875,0,6
GCF_030505015.1,Maribacter confluentis,Maribacter,0,3023.5538736979165,0.6666666666666666,3
GCF_900103875.1,Pseudomonas arsenicoxydans,Pseudomonas,0,3042.7994140625,0,10
GCF_900104045.1,Desulfonauticus submarinus,Desulfonauticus,2,3103.420654296875,0,1
GCF_020740535.1,Streptomyces profundus,Streptomyces,5,3055.860107421875,0,10
GCF_014863585.1,Pseudomonas gozinkensis,Pseudomonas,0,3045.95166015625,0,15
GCF_020783375.1,Stutzerimonas chloritidismutans,Stutzerimonas,0,3045.95166015625,0,6
GCF_006716765.1,Actinomadura hallensis,Actinomadura,0,2429.470841471354,14.666666666666666,15
GCF_900104125.1,Pseudomonas reinekei,Pseudomonas,0,3039.1216634114585,0,15
GCF_900104535.1,Nakamurella panacisegetis,Nakamurella,2,3014.24462890625,0,1
GCF_006716785.1,Thermopolyspora flexuosa,Thermopolyspora,3,3035.44384765625,0,3
GCF_014863605.1,Pseudomonas allokribbensis,Pseudomonas,0,3041.74853515625,0,15
GCF_020783575.1,Streptomyces fungicidicus,Streptomyces,0,3021.000732421875,0,10
GCF_900104575.1,Bacillus tuaregi,Bacillus,0,3045.4442545572915,0,3
GCF_006716865.1,Roseinatronobacter monicus,Roseinatronobacter,0,2907.2333984375,0,3
GCF_030505375.1,Pseudomonas kielensis,Pseudomonas,0,3034.6934872581846,0,21
GCF_020792675.1,Brachybacterium halotolerans,Brachybacterium,3,3014.24462890625,0,3
GCF_900104595.1,Enterococcus timonensis,Enterococcus,1,3066.5516764322915,0,3
GCF_006716885.1,Ornithinimicrobium humiphilum,Ornithinimicrobium,0,3012.262939453125,0,3
GCF_900104605.1,Tidjanibacter massiliensis,Tidjanibacter,0,3030.09814453125,0,1
GCF_006717045.1,Pseudonocardia cypriaca,Pseudonocardia,0,2998.48291015625,0,1
GCF_030505695.1,Halomonas alkalicola,Halomonas,0,3049.9150390625,0,6
GCF_030506285.1,Catalinimonas niigatensis,Catalinimonas,0,3014.24462890625,0,1
GCF_030506305.1,Porifericola rhodea,Porifericola,0,3012.262939453125,0,1
GCF_030506325.1,Tunicatimonas pelagia,Tunicatimonas,0,3041.98828125,0,1
GCF_900104615.1,Merdimmobilis hominis,Merdimmobilis,0,2998.39111328125,0,6
GCF_006717075.1,Haloactinospora alba,Haloactinospora,5,3049.601318359375,0,10
GCF_014873495.1,Streptomyces stelliscabiei,Streptomyces,0,3028.116455078125,0,15
GCF_006717095.1,Blastococcus colisei,Blastococcus,3,3008.99072265625,0,3
GCF_900104625.1,Leptotrichia massiliensis,Leptotrichia,5,2993.257080078125,0,10
GCF_900104645.1,Alterileibacterium massiliense,Alterileibacterium,0,3008.299560546875,0,3
GCF_900104685.1,Agromyces flavus,Agromyces,2,3028.116455078125,0,1
GCF_030517105.1,Gallibacterium salpingitidis,Gallibacterium,3,2973.3125162760416,1.9333333333333333,15
GCF_030534335.1,Marivirga harenae,Marivirga,0,3014.24462890625,0,1
GCF_030542965.1,Azotosporobacter soli,Azotosporobacter,0,2483.83349609375,0,1
GCF_014873535.1,Nonomuraea africana,Nonomuraea,0,2970.814208984375,0,15
GCF_030549615.1,Stenotrophomonas pigmentata,Stenotrophomonas,0,3056.55126953125,0,6
GCF_900104725.1,Actinoplanes derwentensis,Actinoplanes,0,3006.31787109375,0,10
GCF_030553095.1,Zobellia laminariae,Zobellia,3,2974.4632975260415,2.3333333333333335,3
GCF_014873755.1,Amycolatopsis lexingtonensis,Amycolatopsis,0,2992.755574544271,0,6
GCF_014873875.1,Actinopolymorpha pittospori,Actinopolymorpha,0,3002.3544921875,0,1
GCF_006740045.1,Comamonas terrigena,Comamonas,0,2991.3788132440477,1.7142857142857142,21
GCF_006740705.1,Salicibibacter halophilus,Salicibibacter,3,3011.1078287760415,0,3
GCF_014873935.1,Actinomadura algeriensis,Actinomadura,0,3012.262939453125,0,10
GCF_006740765.1,Leisingera aquaemixtae,Leisingera,0,2901.288330078125,0,6
GCF_900104735.1,Pseudomonas lini,Pseudomonas,0,3022.3091634114585,0,15
GCF_014873945.1,Rhizobium viscosum,Rhizobium,0,2934.97705078125,0,3
GCF_900104745.1,Actinopolymorpha singaporensis,Actinopolymorpha,0,3006.31787109375,0,1
GCF_014873955.1,Nesterenkonia lutea,Nesterenkonia,0,3022.17138671875,0,1
GCF_014874055.1,Actinophytocola algeriensis,Actinophytocola,0,3002.400390625,0,1
GCF_014874065.1,Nesterenkonia halotolerans,Nesterenkonia,0,3022.17138671875,0,1
GCF_006770265.1,Pseudolactococcus carnosus,Pseudolactococcus,4,3069.73193359375,0,6
GCF_014874095.1,Plantactinospora soyae,Plantactinospora,0,3008.299560546875,0,3
GCF_014878135.1,Myceligenerans pegani,Myceligenerans,0,3041.98828125,0,6
GCF_006770285.1,Pseudolactococcus paracarnosus,Pseudolactococcus,5,3069.73193359375,0,10
GCF_006783905.1,Microbacterium kyungheense,Microbacterium,3,3016.226318359375,0,3
GCF_006788875.1,Paramicrobacterium agarici,Paramicrobacterium,2,3026.134765625,0,1
GCF_020809405.1,Terrisporobacter hibernicus,Terrisporobacter,9,2934.1634891394415,2.393939393939394,66
GCF_900104805.1,Pseudomonas oryzae,Pseudomonas,0,3031.6910574776784,0,21
GCF_014879295.1,Lentilactobacillus parabuchneri,Lentilactobacillus,2,2651.6263916015623,10.8,10
GCF_014884385.1,Phycobacter azelaicus,Phycobacter,0,2885.3712158203125,0.5,6
GCF_030580635.1,Vibrio metoecus,Vibrio,0,3053.4635416666665,0,45
GCF_900104845.1,Paraburkholderia caballeronis,Paraburkholderia,0,3034.0615234375,0,10
GCF_030622045.1,Planctellipticum variicoloris,Planctellipticum,0,3045.95166015625,0,1
GCF_006788935.1,Streptomyces cavourensis,Streptomyces,0,3028.116455078125,0,15
GCF_006874765.1,Leptospira weilii,Leptospira,0,2974.702880859375,0,1
GCF_900104895.1,Microterricola viridarii,Microterricola,3,3028.116455078125,0,3
GCF_030643905.1,Flavobacterium rivulicola,Flavobacterium,0,3004.336181640625,0,3
GCF_020810675.1,Pasteurella canis,Pasteurella,0,3055.860107421875,0,15
GCF_030644205.1,Mogibacterium neglectum,Mogibacterium,0,3006.31787109375,0,1
GCF_020829495.1,Nostoc favosum,Nostoc,1,57.28423055013021,93.66666666666667,3
GCF_030644225.1,Selenomonas dianae,Selenomonas,1,2931.798583984375,1.3333333333333333,3
GCF_020829645.1,Nostoc mirabile,Nostoc,0,659.786122639974,88.33333333333333,3
GCF_006965445.1,Lactococcus protaetiae,Lactococcus,1,3020.3162353515627,0.6,10
GCF_006968745.1,Brasilonema sennae,Brasilonema,0,2949.5402018229165,0,3
GCF_030687395.1,Pseudomonas wuhanensis,Pseudomonas,0,3029.97001953125,0,10
GCF_006974105.1,Rhodoferax aquaticus,Rhodoferax,0,3045.95166015625,0,10
GCF_030687835.1,Pseudomonas hefeiensis,Pseudomonas,1,3004.015087890625,1.2,10
GCF_007000325.2,Rhizobium rhododendri,Rhizobium,0,2934.97705078125,0,6
GCF_030687875.1,Pseudomonas beijingensis,Pseudomonas,0,3030.8023193359377,0,10
GCF_900104905.1,Pseudomonas jessenii,Pseudomonas,0,2983.585639105903,0.4444444444444444,36
GCF_014892695.1,Aeromonas simiae,Aeromonas,0,3029.931662326389,0.2,45
GCF_014896945.1,Candidatus Bodocaedibacter vickermanii,Candidatus,0,2974.61083984375,0,1
GCF_014898075.1,Neisseria yangbaofengii,Neisseria,0,3053.87841796875,0,6
GCF_900104915.1,Pseudomonas cedrina,Pseudomonas,0,3042.79931640625,0,10
GCF_014899185.1,Pseudooceanicola spongiae,Pseudooceanicola,0,2901.288330078125,0,1
GCF_900104945.1,Halopseudomonas xinjiangensis,Halopseudomonas,0,3045.95166015625,0,3
GCF_030687935.1,Pseudomonas cucumis,Pseudomonas,0,3023.2792154947915,0.3333333333333333,15
GCF_900104965.1,Nocardioides scoriae,Nocardioides,0,3010.28125,0,1
GCF_014905115.1,Sulfurimonas sediminis,Sulfurimonas,0,3014.24462890625,0,6
GCF_900105005.1,Halopseudomonas litoralis,Halopseudomonas,0,3024.93603515625,0,6
GCF_007004555.1,Lentibacillus cibarius,Lentibacillus,0,3070.208914620536,1,28
GCF_014905135.1,Sulfurimonas paralvinellae,Sulfurimonas,0,3008.3226318359375,0,6
GCF_014925355.1,Pseudoalteromonas prydzensis,Pseudoalteromonas,0,2992.5199381510415,0,3
GCF_900105025.1,Parafannyhessea umbonata,Parafannyhessea,0,3002.3544921875,0,6
GCF_030708075.1,Candidatus Epulonipiscium viviparus,Candidatus,1,2995.5123697916665,0,15
GCF_900105045.1,Brevibacterium sandarakinum,Brevibacterium,0,3017.5049641927085,0,3
GCF_007035805.1,Enterobacter asburiae,Enterobacter,1,3040.798486328125,0,10
GCF_030717995.2,Methylomarinum roseum,Methylomarinum,2,3010.601806640625,2,3
GCF_014926385.1,Trueperella pecoris,Trueperella,4,3022.17138671875,0,6
GCF_030718845.1,Mycoplasma seminis,Mycoplasma,0,2863.7138671875,2,1
GCF_014926585.1,Devosia beringensis,Devosia,0,2920.97802734375,1,1
GCF_900105055.1,Amycolatopsis lurida,Amycolatopsis,0,2944.5845947265625,0.5,6
GCF_030731085.1,Blastococcus carthaginiensis,Blastococcus,0,3006.31787109375,0,3
GCF_007066085.1,Paenibacillus thiaminolyticus,Paenibacillus,1,2997.5503743489585,4.166666666666667,6
GCF_900105105.1,Maribacter dokdonensis,Maribacter,0,3013.0460611979165,0.6666666666666666,3
GCF_014946775.2,Pectobacterium quasiaquaticum,Pectobacterium,1,3046.7281319754466,0.2857142857142857,21
